,shap_importance
atr_14,0.058525335338973854
volatility_20d,0.04589798743431928
volatility_60d,0.04558514991447261
macd,0.023257023912556206
price_vs_52w_low,0.015698641954611105
momentum_3m,0.010374558104938118
vol_ratio_20_50,0.007667238346760403
momentum_6m,0.004915815154859906
