,shap_importance
volatility_60d,0.055768487219933716
volatility_20d,0.04560348487675186
atr_14,0.035719016241682805
price_vs_52w_high,0.025173594028171188
macd_hist,0.02087055407834122
vol_ratio_20_50,0.02068346278711882
momentum_6m,0.00926970030798315
