date,ticker,equal_weight,conviction_weight,hybrid_weight,current_conviction_score
2025-01-31,NVDA,0.1,0.10837325251891686,0.10418662625945843,0.8064861522738188
2025-01-31,META,0.1,0.10189888074045494,0.10094944037022748,0.7583055259417769
2025-01-31,BKNG,0.1,0.09795696305984869,0.09897848152992435,0.7289707782164805
2025-01-31,PLTR,0.1,0.10383570840048083,0.10191785420024041,0.77271890425096
2025-01-31,APP,0.1,0.10006764374233729,0.10003382187116865,0.7446779264540198
2025-01-31,SCHW,0.1,0.09811167821509281,0.09905583910754641,0.7301221290096985
2025-01-31,LLY,0.1,0.09757322525826947,0.09878661262913474,0.7261150992008155
2025-01-31,INTU,0.1,0.10208051130111814,0.10104025565055907,0.759657174329178
2025-01-31,VRTX,0.1,0.09768613264626307,0.09884306632313153,0.7269553272348531
2025-01-31,HCA,0.1,0.0924160041172179,0.09620800205860895,0.687736372551951
2025-02-28,NVDA,0.1,0.10837325251891686,0.10418662625945843,0.8064861522738188
2025-02-28,META,0.1,0.10189888074045494,0.10094944037022748,0.7583055259417769
2025-02-28,BKNG,0.1,0.09795696305984869,0.09897848152992435,0.7289707782164805
2025-02-28,PLTR,0.1,0.10383570840048083,0.10191785420024041,0.77271890425096
2025-02-28,APP,0.1,0.10006764374233729,0.10003382187116865,0.7446779264540198
2025-02-28,SCHW,0.1,0.09811167821509281,0.09905583910754641,0.7301221290096985
2025-02-28,LLY,0.1,0.09757322525826947,0.09878661262913474,0.7261150992008155
2025-02-28,INTU,0.1,0.10208051130111814,0.10104025565055907,0.759657174329178
2025-02-28,VRTX,0.1,0.09768613264626307,0.09884306632313153,0.7269553272348531
2025-02-28,HCA,0.1,0.0924160041172179,0.09620800205860895,0.687736372551951
2025-03-31,NVDA,0.1,0.10888905028046511,0.10444452514023256,0.8057289407881703
2025-03-31,META,0.1,0.10230756057477342,0.10115378028738671,0.7570289409652629
2025-03-31,BKNG,0.1,0.09832133034478069,0.09916066517239035,0.7275326688178141
2025-03-31,PLTR,0.1,0.1019422512311339,0.10097112561556695,0.7543258196711331
2025-03-31,APP,0.1,0.09842806203121159,0.0992140310156058,0.7283224342573601
2025-03-31,SCHW,0.1,0.09850024012761079,0.0992501200638054,0.7288565190070209
2025-03-31,LLY,0.1,0.09825294214563761,0.0991264710728188,0.7270266275665034
2025-03-31,INTU,0.1,0.10239186580659508,0.10119593290329754,0.7576527609449909
2025-03-31,VRTX,0.1,0.09818495537592593,0.09909247768796298,0.7265235567085401
2025-03-31,HCA,0.1,0.09278174208186596,0.09639087104093298,0.6865422609486621
2025-04-30,NVDA,0.1,0.10888905028046511,0.10444452514023256,0.8057289407881703
2025-04-30,META,0.1,0.10230756057477342,0.10115378028738671,0.7570289409652629
2025-04-30,BKNG,0.1,0.09832133034478069,0.09916066517239035,0.7275326688178141
2025-04-30,PLTR,0.1,0.1019422512311339,0.10097112561556695,0.7543258196711331
2025-04-30,APP,0.1,0.09842806203121159,0.0992140310156058,0.7283224342573601
2025-04-30,SCHW,0.1,0.09850024012761079,0.0992501200638054,0.7288565190070209
2025-04-30,LLY,0.1,0.09825294214563761,0.0991264710728188,0.7270266275665034
2025-04-30,INTU,0.1,0.10239186580659508,0.10119593290329754,0.7576527609449909
2025-04-30,VRTX,0.1,0.09818495537592593,0.09909247768796298,0.7265235567085401
2025-04-30,HCA,0.1,0.09278174208186596,0.09639087104093298,0.6865422609486621
2025-05-31,NVDA,0.1,0.10888905028046511,0.10444452514023256,0.8057289407881703
2025-05-31,META,0.1,0.10230756057477342,0.10115378028738671,0.7570289409652629
2025-05-31,BKNG,0.1,0.09832133034478069,0.09916066517239035,0.7275326688178141
2025-05-31,PLTR,0.1,0.1019422512311339,0.10097112561556695,0.7543258196711331
2025-05-31,APP,0.1,0.09842806203121159,0.0992140310156058,0.7283224342573601
2025-05-31,SCHW,0.1,0.09850024012761079,0.0992501200638054,0.7288565190070209
2025-05-31,LLY,0.1,0.09825294214563761,0.0991264710728188,0.7270266275665034
2025-05-31,INTU,0.1,0.10239186580659508,0.10119593290329754,0.7576527609449909
2025-05-31,VRTX,0.1,0.09818495537592593,0.09909247768796298,0.7265235567085401
2025-05-31,HCA,0.1,0.09278174208186596,0.09639087104093298,0.6865422609486621
2025-06-30,NVDA,0.1,0.10888905028046511,0.10444452514023256,0.8057289407881703
2025-06-30,META,0.1,0.10230756057477342,0.10115378028738671,0.7570289409652629
2025-06-30,BKNG,0.1,0.09832133034478069,0.09916066517239035,0.7275326688178141
2025-06-30,PLTR,0.1,0.1019422512311339,0.10097112561556695,0.7543258196711331
2025-06-30,APP,0.1,0.09842806203121159,0.0992140310156058,0.7283224342573601
2025-06-30,SCHW,0.1,0.09850024012761079,0.0992501200638054,0.7288565190070209
2025-06-30,LLY,0.1,0.09825294214563761,0.0991264710728188,0.7270266275665034
