,fundamental_score,valuation_score,momentum_score,bear_score,sector_score
fundamental_score,1.0,0.6403937025555873,0.7207507603795454,0.7133686579098498,0.6364374622657429
valuation_score,0.6403937025555873,1.0,0.6896081518496725,0.6882532707827312,0.6539280013810423
momentum_score,0.7207507603795454,0.6896081518496725,1.0,0.7143974333518563,0.6825133686772821
bear_score,0.7133686579098498,0.6882532707827312,0.7143974333518563,1.0,0.6730850348276017
sector_score,0.6364374622657429,0.6539280013810423,0.6825133686772821,0.6730850348276017,1.0
