score_col,mean_abs_corr,redundancy_index,multiplier
momentum_score,0.7018174285645892,0.7036348571291784,0.7537278000047876
bear_score,0.6972760992180098,0.6945521984360197,0.7569067305473931
fundamental_score,0.6777376457776814,0.6554752915553628,0.7705836479556231
valuation_score,0.6680457816422584,0.6360915632845168,0.7773679528504192
sector_score,0.6614909667879173,0.6229819335758346,0.7819563232484579
