candidate_train_years,reason,in_fold_base_universe,has_snapshot_in_analysis_quarter,passes_sp500_entry_filter,passes_history_filter,eligible,count
10,eligible,True,True,True,True,True,430
10,insufficient_train_history,True,True,True,False,False,69
10,not_member_sp500_on_entry,False,True,False,False,False,22
10,no_snapshot_in_analysis_quarter,True,False,False,False,False,4
