ticker,entry_date,entry_price,tp_price,sl_price_original,event_type,event_date,days_from_entry,price,trailing_stop,peak_price,return_pct
LRCX,2021-02-16,59.179,91.7275,52.4014,EXIT_TIME,2022-02-17,366,58.061,52.4014,66.8,-1.89
AVGO,2021-02-16,48.913,75.8151,43.266,EXIT_TIME,2022-02-17,366,57.9,43.266,48.996,18.37
AMZN,2021-02-16,163.4475,253.3436,150.3717,EXIT_SL,2022-01-21,339,142.643,150.3717,186.5705,-12.73
NVDA,2021-02-16,15.3302,23.7619,14.1038,TRAILING_ACTIVATED,2021-10-26,252,24.717,23.4811,24.717,61.23
NVDA,2021-02-16,15.3302,23.7619,14.1038,REVIEW,2021-11-26,283,31.503,31.3358,32.985,105.5
NVDA,2021-02-16,15.3302,23.7619,14.1038,EXIT_TP_TRAIL,2021-12-03,290,30.693,31.3358,33.376,100.21
ALGN,2021-02-16,614.21,952.0255,548.1019,EXIT_SL,2022-01-07,325,546.99,548.1019,708.01,-10.94
BIO,2021-02-16,649.62,974.1907,579.9533,EXIT_SL,2022-01-25,343,574.93,579.9533,781.98,-11.5
MSCI,2021-02-16,440.92,683.426,393.8907,EXIT_TIME,2022-02-17,366,531.48,393.8907,630.21,20.54
