ticker,weight,score,rank
LRCX,0.108236,0.8982116625914888,1
AVGO,0.193437,0.8739628425312772,2
AMZN,0.153675,0.8474115638123563,3
NVDA,0.087551,0.8623454583114349,4
ALGN,0.098189,0.8431604258944653,5
BIO,0.180228,0.8530378005554095,6
MSCI,0.178684,0.7578112823449626,7
