ticker,strategy,selected,selected_strategy,reject_reason,selection_score,rule_adjusted_rbs,risk_benefit_score,certainty_component,tp_quality_component,tp_floor_penalty_component,tp_pct,sl_pct,tp_feasibility,confidence,historical_tp_prob
A,conservative,False,balanced,lower_selection_score,,,0.30184344991458945,,,,0.3269238008920594,0.08,1.0,0.5674814902718089,0.6086956521739131
AAL,conservative,False,balanced,lower_selection_score,,,0.24105285402754828,,,,0.35274972437923646,0.2406768689717165,1.0,0.7028495101158991,0.5260869565217391
AAP,conservative,False,balanced,lower_selection_score,,,0.09212606527824657,,,,0.27708490089587196,0.08993649959327743,1.0,0.38683996626370204,0.5695652173913043
AAPL,conservative,False,balanced,lower_selection_score,,,0.46478967318897035,,,,0.38424767202241134,0.08,1.0,0.6729055532655519,0.6043478260869566
ABT,conservative,False,balanced,lower_selection_score,,,0.09567804679638156,,,,0.23550097696042424,0.08,1.0,0.428258482526377,0.6652173913043479
ACN,conservative,False,aggressive,lower_selection_score,,,0.10926220601163233,,,,0.22820710074354567,0.08,1.0,0.46650010462377023,0.6826086956521739
ADBE,conservative,False,balanced,lower_selection_score,,,0.6309729251441349,,,,0.4379177292475232,0.08,1.0,0.7636086587471436,0.7434782608695653
ADI,conservative,False,aggressive,lower_selection_score,,,0.30186173814129463,,,,0.24108581590568284,0.08508151299770766,1.0,0.8025773915199003,0.6260869565217392
ADM,conservative,False,balanced,lower_selection_score,,,0.1375547775144319,,,,0.20459808113047365,0.08050906907636868,1.0,0.5774097562980034,0.5217391304347826
ADP,conservative,False,aggressive,lower_selection_score,,,0.13866958428666865,,,,0.2495310935139757,0.08,1.0,0.47920724153808764,0.6347826086956522
ADSK,conservative,False,aggressive,lower_selection_score,,,0.5722416667745532,,,,0.37993691549143366,0.0806515821752089,1.0,0.7963125814486628,0.6565217391304348
AEE,conservative,True,conservative,selected,,,-0.00916787978963339,,,,0.19268450767050646,0.08,1.0,0.2723943726804339,0.6043478260869566
AEP,conservative,False,balanced,lower_selection_score,,,0.04456929524170445,,,,0.2012476169210414,0.08,1.0,0.3817334065848868,0.6260869565217392
AES,conservative,False,balanced,lower_selection_score,,,0.0244840063739413,,,,0.23249116281087442,0.10241360844681195,1.0,0.3524377699507553,0.46956521739130436
AFL,conservative,False,balanced,lower_selection_score,,,0.09501154962826595,,,,0.17585799464603982,0.08,1.0,0.5523193785532392,0.5347826086956522
