,importance
gross_margin_change_yoy,0.19300492
operating_income_yoy_growth,0.1841465
net_margin_trend_2y,0.14416182
fcf_yoy_growth,0.12576625
roe_trend_2y,0.11759353
current_ratio_change_yoy,0.09895492
revenue_yoy_growth,0.09130667
total_debt_yoy_growth,0.045065388
