,importance
gross_margin__pct_universe,0.17133871830885716
capex_to_revenue__pct_universe,0.08698410503950116
fcf_yoy_growth__pct_universe,0.0630795371431142
fcf_margin__pct_universe,0.059608022077181605
capex_to_revenue,0.05126173633662419
piotroski_fscore__pct_universe,0.049562010154518485
fcf_yoy_growth,0.04627095684653094
current_ratio,0.04339466413473437
current_ratio__pct_universe,0.03232233136298963
net_margin__pct_universe,0.029491976669695334
gross_margin,0.028739888452897537
operating_margin__pct_sector,0.027862178129600033
net_margin,0.02735602797189539
debt_to_ebitda__pct_universe,0.02642208594455581
fcf_margin,0.02517476491366088
piotroski_fscore__pct_sector,0.02414809902550785
gross_margin__pct_sector,0.023731452850121904
fcf_yoy_growth__pct_sector,0.02187506592963351
fcf_margin__pct_sector,0.0217489840902788
ebitda_margin,0.017602453065679695
debt_to_ebitda,0.016672659269841895
operating_margin,0.01590357270190617
ebitda_margin__pct_universe,0.015181002291386279
capex_to_revenue__pct_sector,0.015081826341263907
current_ratio__pct_sector,0.01389196523802274
debt_to_ebitda__pct_sector,0.0123085103469028
ebitda_margin__pct_sector,0.012240802818204985
operating_margin__pct_universe,0.008916813676340722
net_margin__pct_sector,0.008068076287038399
piotroski_fscore,0.003759712581513515
